work_province,age,gender,work_title,work_type,work_contract_type,work_mode,years_experience,years_in_company,years_in_position,people_in_charge,company_size,office_days_number(hybrid),work_place_satisfaction,work_place_benefits,last_month_gross_salary,last_month_net_salary,salary_in_usd,salary_has_bonus,salary_bonus_tied_to,salary_satisfaction,platforms,programming_languages,frameworks,databases,qa_testing_tools,AI_tools_use,highest_level_studies,status,degree/specialization,university/school
Córdoba,32,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,4.0,0.0,0.0,0,Más de 10000 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1031946.0,583308.0,Cobro parte del salario en dólares,Menos de un sueldo,permanencia,4,OpenShift,".NET, C#",.NET Core,Microsoft SQL Server,"Postman, SoapUI",2,Terciario,Completo,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional
Córdoba,25,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),1.0,1.0,1.0,0,De 201 a 500 personas,1,9,Horarios flexibles,230000.0,185000.0,No cobro mi salario en dolares,No,No recibo bono,3,Windows Server,pascal,Delphi,Firebird,Ninguna de las anteriores,3,Terciario,En curso,Tecnicatura Superior en Desarrollo de Sotware,
Córdoba,34,Mujer Cis,Manager / Director,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),12.0,2.0,1.0,25,De 1001 a 2000 personas,4,8,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado",965000.0,800700.0,No cobro mi salario en dolares,No,No recibo bono,3,"Google Cloud Platform, Microcontroladores, VMWare, Windows Server","Python, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,39,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,0.0,0.0,0.0,0,De 5001 a 10000 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",287000.0,220000.0,Cobro parte del salario en dólares,Menos de un sueldo,Performance de la compañía,3,OpenShift,Java,Spring,MongoDB,Postman,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,30,Mujer Cis,CRO ( Conversion Rate Optimizer),Full-Time,Contractor,100% remoto,2.0,2.0,2.0,5,De 501 a 1000 personas,0,9,Ninguna de las anteriores,1500.0,1500.0,Cobro todo el salario en dólares,No,No recibo bono,2,"Google Analytics, Hotjar, Clarity, Google Optimize","CSS, HTML",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,42,Varón Cis,SysAdmin,Part-Time,Freelance,100% remoto,15.0,20.0,15.0,0,Más de 10000 personas,0,0,Horarios flexibles,200000.0,200000.0,No cobro mi salario en dolares,No,No recibo bono,1,"Windows Server, Fortigate",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,38,Varón Cis,Architect,Full-Time,Contractor,100% remoto,15.0,3.0,2.0,60,De 201 a 500 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3000000.0,2100000.0,Cobro parte del salario en dólares,Un sueldo,Mix de las anteriores,3,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, Javascript, Python, Solidity, TypeScript","Angular, Spark, serverless","Amazon DynamoDB, Amazon RDS/Aurora, MongoDB, PostgreSQL",Karma,2,Universitario,Completo,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Córdoba,36,Mujer Cis,Recruiter / HR,Full-Time,Staff (planta permanente),100% remoto,5.0,3.0,3.0,0,De 201 a 500 personas,0,7,"Abono de Internet, Clases de idiomas, Horarios flexibles",298000.0,280000.0,No cobro mi salario en dolares,No,No recibo bono,3,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,34,Varón Cis,QA / Tester,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),8.0,4.0,4.0,4,De 51 a 100 personas,2,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Viáticos",755000.0,600000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance individual,4,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","CSS, Kotlin, Python, SQL","Angular, Django, Node.js, React.js","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL, PostgreSQL, Redis, SQLite","Appium, Cucumber, Cypress, JUnit, Postman, Selenium, Telerik Studio",4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,44,Prefiero no decir,Storage / Backup,Full-Time,Contractor,100% remoto,17.0,0.0,0.0,0,Más de 10000 personas,0,0,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",1800000.0,1800000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Kubernetes, Linux, VMWare",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,33,Varón Cis,Developer,Full-Time,Contractor,100% remoto,1.0,1.0,1.0,0,De 2 a 10 personas,0,5,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",487000.0,487000.0,Cobro todo el salario en dólares,No,No recibo bono,3,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",Next.js,Ninguna de las anteriores,Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,45,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,20.0,8.0,0.0,6,Más de 10000 personas,0,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1445000.0,873000.0,No cobro mi salario en dolares,Un sueldo,Performance de la compañía,3,"Amazon Web Services, Docker, Google Cloud Platform, Linux",Python,Framework custom de la empresa,"Google Cloud Storage, BigQuery",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,34,Varón Cis,Designer,Full-Time,Staff (planta permanente),100% remoto,10.0,1.0,1.0,0,De 201 a 500 personas,0,8,"Capacitaciones y/o cursos, Clases de idiomas",493821.0,428714.0,No cobro mi salario en dolares,No,No recibo bono,3,Ninguna,Ninguna,Ninguna,Ninguna,Soy un simple visual designer :(,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Mujer Cis,DevOps Engineer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),1.0,1.0,0.0,0,De 11  a 50  personas,2,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",340000.0,283000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,4,"Amazon Web Services, Docker, Kubernetes",Terraform,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,40,Mujer Cis,DevOps Engineer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),4.0,4.0,4.0,3,De 11  a 50  personas,2,8,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",83196.0,66558.0,Cobro parte del salario en dólares,No,No recibo bono,2,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Javascript, Python","Node.js, Symfony","Amazon DynamoDB, Amazon RDS/Aurora, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,36,Varón Cis,Product Manager,Full-Time,Staff (planta permanente),100% remoto,12.0,0.0,12.0,0,De 101 a 200 personas,0,4,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",450000.0,450000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance de la compañía,2,Ninguna de las anteriores,".NET, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL","Postman, SoapUI",0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,22,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),2.0,1.5,1.5,0,Más de 10000 personas,0,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",550000.0,410000.0,No cobro mi salario en dolares,Un sueldo,"performance individual, colectiva y de la compañia",2,Plataformas y tecnologias propias de la empresa,"Go, Java","Javalin, lombock",MySQL,"Ninguna de las anteriores, ",0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,27,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,4.0,2.0,2.0,0,Más de 10000 personas,0,7,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Descuento en Mercado Pago",874000.0,533000.0,No cobro mi salario en dolares,Un sueldo,Performance grupal,2,Ninguna de las anteriores,"Go, Java",Spring,"ElasticSearch, MySQL, Redis","Cucumber, JUnit",4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,36,un muchacho simple,DevOps Engineer,Full-Time,Freelance,100% remoto,7.0,1.0,3.0,2,De 101 a 200 personas,0,10,Ninguna de las anteriores,3500000.0,3500000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Microcontroladores","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,28,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),1.0,1.0,1.0,1,De 51 a 100 personas,1,8,"Abono de Internet, Clases de idiomas",414946.0,350489.0,No cobro mi salario en dolares,Un sueldo,Performance individual,3,"Docker, Google Cloud Platform","HTML, Javascript, TypeScript","Next.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,2,Universitario,En curso,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional
Córdoba,57,Varón Cis,Developer,Full-Time,Contractor,100% remoto,39.0,1.0,1.0,0,De 1001 a 2000 personas,0,10,Ninguna de las anteriores,875000.0,840000.0,No cobro mi salario en dolares,No,No recibo bono,1,"Amazon Web Services, Docker, Kubernetes, Linux","Javascript, SQL, TypeScript",Node.js,"MySQL, Redis","Jest, Postman, Visual Studio Coded UI",3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,23,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),4.0,3.0,3.0,0,De 501 a 1000 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",375000.0,303000.0,Cobro parte del salario en dólares,No,No recibo bono,3,Ninguna de las anteriores,".NET, C#, HTML, Javascript, TypeScript",Vue.js,Ninguna de las anteriores,Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,44,Varón Cis,Infosec,Full-Time,Staff (planta permanente),100% remoto,4.0,2.0,2.0,0,De 201 a 500 personas,0,10,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",2600000.0,1750000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,"ElasticSearch, PostgreSQL",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,33,Varón Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),100% remoto,8.0,8.0,4.0,34,De 101 a 200 personas,0,10,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",526000.0,450000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,4,"Amazon Web Services, Azure","Python, SQL","Flask, Spark","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,1,Universitario,Completo,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Córdoba,26,Prefiero no decir,Product Analyst,Full-Time,Staff (planta permanente),100% remoto,3.0,2.0,2.0,0,De 1001 a 2000 personas,0,9,"Abono de Internet, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",496781.0,423156.0,Cobro parte del salario en dólares,No,No recibo bono,3,Linux,"CSS, HTML, Javascript, PHP",Ninguno de los anteriores,MySQL,Postman,3,Universitario,Completo,Ingeniería Biomédica,UNC - Universidad Nacional de Córdoba
Córdoba,42,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,5.0,4.0,4.0,0,De 201 a 500 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",600000.0,600000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Azure, Windows Server",".NET, C#, HTML, Javascript, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,0,De 101 a 200 personas,0,10,"Abono de Internet, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",720000.0,500000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,3,"Ninguna de las anteriores, ",Kotlin,Ninguno de los anteriores,Ninguna de las anteriores,JUnit,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,33,Varón Cis,Manager / Director,Full-Time,Contractor,100% remoto,6.0,3.0,1.0,10,De 201 a 500 personas,0,4,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",2700000.0,2700000.0,Cobro todo el salario en dólares,No,No recibo bono,2,"Amazon Web Services, Docker, Firebase","Go, Java, PHP, SQL",Spring,"MariaDB, MySQL",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,31,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,8.0,2.0,2.0,0,De 2001a 5000 personas,0,7,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas",800000.0,500000.0,No cobro mi salario en dolares,Un sueldo,Mix de las anteriores,2,Amazon Web Services,"Java, SQL",Spring,"MongoDB, MySQL","JUnit, Postman",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,33,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,12.0,4.0,1.0,0,De 1001 a 2000 personas,0,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1407938.0,859394.0,Cobro parte del salario en dólares,De uno a tres sueldos,Performance individual,3,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes","Go, Groovy, Java, Javascript, SQL","Hibernate, Spark, Spring","Amazon DynamoDB, ElasticSearch, Google Cloud Storage, MySQL","JUnit, Postman",4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,33,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,6.0,4.0,1.0,0,Más de 10000 personas,0,8,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1095475.0,674143.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance de la compañía,3,"Amazon Web Services, Google Cloud Platform","Go, Python, SQL","Django, Flask","Apache Hive, Google Cloud Storage, MySQL, SQLite, Teradata",Postman,1,Universitario,Completo,Ingeniería en Computación,UNC - Universidad Nacional de Córdoba
